experiment,task,status,started_at,finished_at,language,model,tooling,prompt,replicate,code_quality,test_coverage,defect_rate,maintainability,idiomatic,token_efficiency,requirement_coverage,duration_seconds,tokens,cost_usd,turns
experiment-6,rest-api-crud,completed,2026-05-30 16:05:46.289880,2026-05-30 16:05:46.289891,python,claude-opus-4-8,none,,1,0.7888888888888889,1.0,1.0,1.0,0.72,0.0693931614914841,1.0,99.44031837489456,85311.0,0.3691715,12.0
experiment-6,rest-api-crud,completed,2026-05-30 16:07:55.697173,2026-05-30 16:07:55.697185,python,claude-opus-4-8,none,,2,0.7888888888888889,1.0,1.0,1.0,0.7,0.018667791420626738,1.0,76.70618541585281,256056.0,0.35513825000000004,10.0
experiment-6,rest-api-crud,completed,2026-05-30 16:11:15.299201,2026-05-30 16:11:15.299216,python,claude-opus-4-8,none,,3,0.7888888888888889,1.0,1.0,1.0,0.81,0.01620186838567341,1.0,87.02410762477666,290090.0,0.38454124999999995,12.0
experiment-6,rest-api-crud,completed,2026-05-30 16:16:31.596472,2026-05-30 16:16:31.596482,python,claude-opus-4-8,beads,,1,0.7888888888888889,1.0,1.0,1.0,0.87,0.03707296044832417,1.0,208.70897141611204,139185.0,0.7269617500000001,28.0
experiment-6,rest-api-crud,completed,2026-05-30 16:20:15.011629,2026-05-30 16:20:15.011640,python,claude-opus-4-8,beads,,2,0.6666666666666666,0.99,1.0,0.2678918041236911,0.7,1.0,1.0,132.92606966709718,665605.0,0.6458627499999999,25.0
experiment-6,rest-api-crud,completed,2026-05-30 16:24:06.155330,2026-05-30 16:24:06.155344,python,claude-opus-4-8,beads,,3,0.8666666666666667,0.94,1.0,0.2738315779293891,0.68,1.0,1.0,126.35659587476403,422608.0,0.50565825,17.0
experiment-6,rest-api-crud,completed,2026-05-30 16:27:55.616233,2026-05-30 16:27:55.616241,typescript,claude-opus-4-7,none,,1,0.7333333333333334,0.8941,1.0,0.6760866636922055,0.35,1.0,1.0,116.31195133319125,318352.0,0.4565935,17.0
experiment-6,rest-api-crud,completed,2026-05-30 16:32:15.875108,2026-05-30 16:32:15.875118,typescript,claude-opus-4-7,none,,2,0.7333333333333334,0.924,1.0,0.7535349273301833,0.78,1.0,1.0,131.72197374980897,665996.0,0.652431,17.0
experiment-6,rest-api-crud,completed,2026-05-30 16:36:32.110088,2026-05-30 16:36:32.110098,typescript,claude-opus-4-7,none,,3,0.7333333333333334,0.9102,1.0,0.6851053693615853,0.68,1.0,1.0,135.94608383299783,617031.0,0.612829,16.0
experiment-6,rest-api-crud,completed,2026-05-30 16:41:56.759220,2026-05-30 16:41:56.759227,typescript,claude-opus-4-7,beads,,1,0.7333333333333334,0.9175,1.0,0.7285490771458983,0.9,1.0,1.0,189.07927854079753,1220231.0,1.0586265,36.0
experiment-6,rest-api-crud,completed,2026-05-30 16:46:53.054483,2026-05-30 16:46:53.054493,typescript,claude-opus-4-7,beads,,2,0.7333333333333334,0.8,1.0,0.7341699949023078,0.75,1.0,1.0,173.46809924999252,859091.0,0.8603619999999998,36.0
experiment-6,rest-api-crud,completed,2026-05-30 16:52:32.571399,2026-05-30 16:52:32.571421,typescript,claude-opus-4-7,beads,,3,0.7333333333333334,0.9157,1.0,0.6734627179067355,0.87,1.0,1.0,177.69575741700828,951880.0,0.8727052500000001,31.0
experiment-6,rest-api-crud,completed,2026-05-30 17:02:58.947315,2026-05-30 17:02:58.947328,typescript,claude-opus-4-8,none,,2,0.7333333333333334,0.9178000000000001,1.0,0.6890993895512181,0.87,1.0,1.0,130.20346320793033,424213.0,0.508763,16.0
experiment-6,rest-api-crud,completed,2026-05-30 17:16:58.518764,2026-05-30 17:16:58.518776,typescript,claude-opus-4-8,beads,,1,0.7333333333333334,1.0,1.0,0.9325990382158929,0.88,1.0,1.0,152.62433174997568,578680.0,0.6205117500000001,22.0
experiment-6,rest-api-crud,completed,2026-05-30 17:20:57.602318,2026-05-30 17:20:57.602331,typescript,claude-opus-4-8,beads,,2,0.7333333333333334,0.9081,1.0,0.8864207006245564,0.87,1.0,1.0,180.87369087478146,693886.0,0.725718,25.0
experiment-6,rest-api-crud,completed,2026-05-30 17:24:36.247295,2026-05-30 17:24:36.247304,typescript,claude-opus-4-8,beads,,3,0.7333333333333334,1.0,1.0,0.8080053107685927,0.94,1.0,1.0,169.23064120765775,570593.0,0.6488610000000001,21.0
experiment-6,rest-api-crud,completed,2026-05-30 17:30:20.502246,2026-05-30 17:30:20.502254,go,claude-opus-4-7,none,,1,1.0,0.636,1.0,0.9101956859899548,0.72,0.009825925054789974,1.0,176.80946229211986,909838.0,0.8690154999999998,22.0
experiment-6,rest-api-crud,completed,2026-05-30 17:34:51.206691,2026-05-30 17:34:51.206702,go,claude-opus-4-7,none,,2,1.0,0.69,1.0,0.8940475298734101,0.88,0.015581208798101204,1.0,146.45723758311942,605858.0,0.6904967500000001,15.0
experiment-6,rest-api-crud,completed,2026-05-30 17:39:18.939146,2026-05-30 17:39:18.939160,go,claude-opus-4-7,none,,3,1.0,0.7070000000000001,1.0,0.8887070931680231,0.87,0.016446989909342104,1.0,132.8637185827829,651791.0,0.7198420000000001,16.0
experiment-6,rest-api-crud,completed,2026-05-30 17:44:10.785425,2026-05-30 17:44:10.785438,go,claude-opus-4-7,beads,,1,1.0,0.7040000000000001,1.0,0.8899831662712305,0.93,0.009005687117442662,1.0,194.54115825006738,1152605.0,1.1326664999999996,28.0
experiment-6,rest-api-crud,completed,2026-05-30 17:47:53.060197,2026-05-30 17:47:53.060206,go,claude-opus-4-7,beads,,2,1.0,0.654,1.0,0.897111171106329,0.7,0.00942669039753901,1.0,159.27570145810023,995047.0,0.9207497499999999,26.0
experiment-6,rest-api-crud,completed,2026-05-30 17:51:47.258766,2026-05-30 17:51:47.258773,go,claude-opus-4-7,beads,,3,1.0,0.685,1.0,0.8763629864841797,0.88,0.009182399505976168,1.0,183.38293624995276,1117355.0,1.0203225,27.0
experiment-6,rest-api-crud,completed,2026-05-30 17:55:41.992992,2026-05-30 17:55:41.993006,go,claude-opus-4-8,none,,1,1.0,0.7,1.0,0.857208319105287,0.75,0.016480128767812657,1.0,129.19937920803204,520627.0,0.62910725,19.0
experiment-6,rest-api-crud,completed,2026-05-30 17:59:57.948462,2026-05-30 17:59:57.948473,go,claude-opus-4-8,none,,2,1.0,0.69,1.0,0.8799183459548194,0.68,0.020789004926283435,1.0,139.178053249605,450238.0,0.6165747500000001,16.0
experiment-6,rest-api-crud,completed,2026-05-30 18:04:10.203738,2026-05-30 18:04:10.203749,go,claude-opus-4-8,none,,3,1.0,0.667,1.0,0.8956340091338935,0.68,0.021914997785186394,1.0,131.8862854996696,428930.0,0.58663875,16.0
experiment-6,rest-api-crud,completed,2026-05-30 18:07:45.680201,2026-05-30 18:07:45.680212,go,claude-opus-4-8,beads,,1,1.0,0.735,1.0,0.873398464910318,0.87,0.015092964409483472,1.0,160.9733712086454,581728.0,0.7087164999999999,21.0
experiment-6,rest-api-crud,completed,2026-05-30 18:11:58.323018,2026-05-30 18:11:58.323025,go,claude-opus-4-8,beads,,2,1.0,0.708,1.0,0.8298483449696549,0.76,0.016443296826805103,1.0,155.6854442502372,553417.0,0.69011925,20.0
experiment-6,rest-api-crud,completed,2026-05-30 18:16:14.063208,2026-05-30 18:16:14.063217,go,claude-opus-4-8,beads,,3,1.0,0.696,1.0,0.8833769922960056,0.88,0.015564504516456794,1.0,166.53649737499654,618073.0,0.74805025,22.0
experiment-6,rest-api-crud,completed,2026-05-30 20:40:04.727897,2026-05-30 20:40:04.727909,python,claude-opus-4-7,none,,1,0.7722222222222221,1.0,1.0,1.0,0.68,0.010345833812307121,1.0,75.71723537519574,452356.0,0.46518275,12.0
experiment-6,rest-api-crud,completed,2026-05-30 20:43:20.579713,2026-05-30 20:43:20.579723,python,claude-opus-4-7,beads,,1,0.6666666666666666,1.0,0.9043062200956937,0.9033620732378385,0.67,0.005260117861875345,1.0,112.4419204168953,794659.0,0.6990445,20.0
experiment-6,rest-api-crud,completed,2026-05-30 20:46:25.599148,2026-05-30 20:46:25.599156,typescript,claude-opus-4-8,none,,1,0.7333333333333334,1.0,1.0,0.7881048828338244,0.87,1.0,1.0,121.39690250018612,330123.0,0.4641315,16.0
experiment-6,rest-api-crud,completed,2026-05-30 20:49:00.397179,2026-05-30 20:49:00.397184,typescript,claude-opus-4-8,none,,3,0.7333333333333334,1.0,1.0,0.7064321728085278,0.75,1.0,1.0,105.56304941698909,279237.0,0.44209475,17.0
experiment-6,rest-api-crud,completed,2026-05-30 20:52:08.832495,2026-05-30 20:52:08.832501,rust,claude-opus-4-7,none,,1,0.8333333333333334,1.0,1.0,0.7544259653642579,0.75,0.13304324894514769,1.0,125.31101112486795,606720.0,0.66041275,15.0
experiment-6,rest-api-crud,completed,2026-05-30 20:56:24.499559,2026-05-30 20:56:24.499572,rust,claude-opus-4-7,none,,2,0.8333333333333334,1.0,0.9491094147582697,0.7855109430400806,0.76,0.13771764429618272,1.0,191.20792412525043,579156.0,0.8507325,13.0
experiment-6,rest-api-crud,completed,2026-05-30 21:01:03.039908,2026-05-30 21:01:03.039919,rust,claude-opus-4-7,none,,3,0.8333333333333334,1.0,0.9501246882793017,0.781847939377077,0.67,0.16081462229299745,1.0,146.48022470856085,496721.0,0.67847725,12.0
experiment-6,rest-api-crud,completed,2026-05-30 21:05:25.190119,2026-05-30 21:05:25.190129,rust,claude-opus-4-7,beads,,1,0.8333333333333334,1.0,0.9592668024439919,0.9378889882727887,0.7,0.13478412740934506,1.0,205.8687939592637,1142271.0,1.056353,28.0
experiment-6,rest-api-crud,completed,2026-05-30 21:12:20.070578,2026-05-30 21:12:20.070588,rust,claude-opus-4-7,beads,,2,0.8333333333333334,1.0,1.0,0.9413895471337647,0.75,0.1362262498531469,1.0,201.62819750001654,1123572.0,1.01939325,28.0
experiment-6,rest-api-crud,completed,2026-05-30 21:17:41.989270,2026-05-30 21:17:41.989285,rust,claude-opus-4-7,beads,,3,0.8333333333333334,1.0,1.0,0.8554863257326933,0.72,0.08484181714536675,1.0,175.41262162523344,901678.0,0.8768765,28.0
experiment-6,rest-api-crud,completed,2026-05-30 21:21:55.034262,2026-05-30 21:21:55.034275,rust,claude-opus-4-8,none,,1,0.8333333333333334,1.0,1.0,0.7608735665507099,0.74,0.2677386119884473,1.0,118.40048725018278,296035.0,0.46427725000000003,11.0
experiment-6,rest-api-crud,completed,2026-05-30 21:27:25.170297,2026-05-30 21:27:25.170312,rust,claude-opus-4-8,none,,2,0.8333333333333334,1.0,0.949748743718593,0.3174825174825175,0.77,0.2831366116321364,1.0,268.8053949577734,280430.0,0.9305945,26.0
experiment-6,rest-api-crud,completed,2026-05-30 21:32:35.020301,2026-05-30 21:32:35.020318,rust,claude-opus-4-8,none,,3,0.8333333333333334,1.0,1.0,0.7451802691288846,0.87,0.4807797824613498,1.0,252.11225220793858,154915.0,0.8760952500000001,30.0
experiment-6,rest-api-crud,completed,2026-05-30 21:36:59.854344,2026-05-30 21:36:59.854352,rust,claude-opus-4-8,beads,,1,0.8333333333333334,1.0,1.0,0.7607622056985514,0.7,0.1280045467317173,1.0,155.39568229112774,626384.0,0.70299975,22.0
experiment-6,rest-api-crud,completed,2026-05-30 21:41:16.399330,2026-05-30 21:41:16.399342,rust,claude-opus-4-8,beads,,2,0.8333333333333334,1.0,1.0,0.7414278964877085,0.65,0.15221609873476674,1.0,156.05203337501734,515320.0,0.619472,19.0
experiment-6,rest-api-crud,completed,2026-05-30 21:45:36.734173,2026-05-30 21:45:36.734182,rust,claude-opus-4-8,beads,,3,0.8333333333333334,1.0,1.0,0.9285298301943565,0.8,0.1437265102147458,1.0,157.61079645808786,556891.0,0.687486,20.0
experiment-6,rest-api-crud,completed,2026-05-30 21:50:03.546304,2026-05-30 21:50:03.546313,java,claude-opus-4-7,none,,1,1.0,1.0,1.0,0.8702702983325716,0.7,0.018054773963609078,1.0,147.3311224579811,426480.0,0.62707975,16.0
experiment-6,rest-api-crud,completed,2026-05-30 21:56:50.123311,2026-05-30 21:56:50.123320,java,claude-opus-4-7,none,,2,1.0,1.0,1.0,0.9588948953336738,0.78,0.005365693812919443,1.0,198.67643754091114,1010121.0,0.9913745,23.0
experiment-6,rest-api-crud,completed,2026-05-30 22:01:35.196970,2026-05-30 22:01:35.196981,java,claude-opus-4-7,none,,3,1.0,1.0,1.0,0.793229335447229,0.68,0.014177693761814745,1.0,157.0751032922417,626336.0,0.87051225,33.0
experiment-6,rest-api-crud,completed,2026-05-30 22:06:47.133682,2026-05-30 22:06:47.133691,java,claude-opus-4-7,beads,,1,1.0,1.0,1.0,0.9241529316467817,0.87,0.007447346613717324,1.0,192.63401912525296,929190.0,1.0428744999999997,30.0
experiment-6,rest-api-crud,completed,2026-05-30 22:11:30.071478,2026-05-30 22:11:30.071494,java,claude-opus-4-7,beads,,2,1.0,1.0,1.0,0.9689549312080598,0.76,0.005725013476086917,1.0,169.21292570792139,806985.0,0.8079682499999999,27.0
experiment-6,rest-api-crud,completed,2026-05-30 22:17:07.592010,2026-05-30 22:17:07.592019,java,claude-opus-4-7,beads,,3,1.0,1.0,1.0,0.9158264579265838,0.87,0.008155397390272835,1.0,221.0841471659951,1025088.0,1.156724,29.0
experiment-6,rest-api-crud,completed,2026-05-30 22:22:16.498683,2026-05-30 22:22:16.498691,java,claude-opus-4-8,none,,1,1.0,1.0,1.0,0.9560388732024293,0.48,0.009863932199081988,1.0,178.0449584578164,660994.0,0.8270650000000002,30.0
experiment-6,rest-api-crud,failed,2026-05-30 23:09:06.020053,2026-05-30 23:09:06.020072,java,claude-opus-4-8,none,,2,0.0,0.0,0.0,0.0,0.0,0.0,,2700.0225237500854,,,
experiment-6,rest-api-crud,completed,2026-05-30 23:12:21.212925,2026-05-30 23:12:21.212935,java,claude-opus-4-8,none,,3,1.0,1.0,1.0,0.7340764030708162,0.72,0.020783698416222483,1.0,173.23428033292294,535997.0,0.7762055000000001,18.0
experiment-6,rest-api-crud,completed,2026-05-30 23:18:10.913325,2026-05-30 23:18:10.913336,java,claude-opus-4-8,beads,,1,1.0,1.0,1.0,0.8704087330623143,0.62,0.009039007691903965,1.0,246.6551357912831,1028874.0,1.130424,31.0
experiment-6,rest-api-crud,completed,2026-05-30 23:24:28.332064,2026-05-30 23:24:28.332081,java,claude-opus-4-8,beads,,2,1.0,1.0,1.0,0.7473456670670591,0.78,0.012813941568426447,1.0,237.12073266599327,913068.0,1.068357,28.0
experiment-6,rest-api-crud,completed,2026-05-30 23:42:33.354899,2026-05-30 23:42:33.354917,java,claude-opus-4-8,beads,,3,1.0,1.0,1.0,0.735203035076934,0.88,0.048273999950907795,1.0,1030.8030782919377,488876.0,3.5957742500000007,180.0
experiment-6,rest-api-crud,completed,2026-05-30 23:48:33.499481,2026-05-30 23:48:33.499490,clojure,claude-opus-4-7,none,,1,0.8333333333333334,1.0,1.0,0.9699884281577181,0.85,0.004467289878843691,1.0,246.72777037508786,1056569.0,1.2974235,22.0
experiment-6,rest-api-crud,completed,2026-05-31 00:01:27.175933,2026-05-31 00:01:27.175946,clojure,claude-opus-4-7,none,,2,0.8333333333333334,1.0,1.0,0.941074434901121,0.8,0.011745099595270217,1.0,152.06088400026783,441035.0,0.6321535,16.0
experiment-6,rest-api-crud,completed,2026-05-31 00:06:22.192775,2026-05-31 00:06:22.192783,clojure,claude-opus-4-7,none,,3,0.8333333333333334,1.0,1.0,0.9405971069416337,0.65,0.005009463632948094,1.0,166.52381004113704,846398.0,0.8333385000000001,20.0
experiment-6,rest-api-crud,completed,2026-05-31 00:12:18.160972,2026-05-31 00:12:18.160982,clojure,claude-opus-4-7,beads,,1,0.8333333333333334,1.0,1.0,0.945660532043663,0.9,0.004593392297281883,1.0,254.95540616614744,1297516.0,1.230655,32.0
experiment-6,rest-api-crud,completed,2026-05-31 00:17:38.248995,2026-05-31 00:17:38.249006,clojure,claude-opus-4-7,beads,,2,0.8333333333333334,1.0,1.0,0.9426188829614429,0.88,0.003722094862663159,1.0,191.08992750011384,1300343.0,1.105675,29.0
experiment-6,rest-api-crud,completed,2026-05-31 00:23:50.746427,2026-05-31 00:23:50.746439,clojure,claude-opus-4-7,beads,,3,0.8333333333333334,1.0,1.0,0.9606117128637527,0.85,0.003445473410676759,1.0,264.7232718328014,1520836.0,1.2853002499999997,33.0
experiment-6,rest-api-crud,completed,2026-05-31 00:28:28.528826,2026-05-31 00:28:28.528837,clojure,claude-opus-4-8,none,,1,0.8333333333333334,1.0,1.0,0.9316866477968407,0.87,0.008170090199872948,1.0,202.49338579224423,577717.0,0.7069550000000001,20.0
experiment-6,rest-api-crud,completed,2026-05-31 00:56:18.331457,2026-05-31 00:56:18.331475,clojure,claude-opus-4-8,none,,2,0.8333333333333334,1.0,1.0,0.9504931729361906,0.88,0.0061952695728773035,1.0,1606.1823651250452,826437.0,5.685808000000001,60.0
experiment-6,rest-api-crud,completed,2026-05-31 01:02:08.723184,2026-05-31 01:02:08.723194,clojure,claude-opus-4-8,none,,3,0.8333333333333334,1.0,1.0,0.9468666945490106,0.87,0.006339161462251382,1.0,239.7674259999767,735113.0,0.8635544999999999,24.0
experiment-6,rest-api-crud,completed,2026-05-31 01:12:08.738230,2026-05-31 01:12:08.738241,clojure,claude-opus-4-8,beads,,1,0.8333333333333334,1.0,1.0,0.97416218676837,0.87,0.0023135726664144903,1.0,494.6466441671364,2273540.0,2.172494500000001,51.0
experiment-6,rest-api-crud,completed,2026-05-31 01:17:05.472303,2026-05-31 01:17:05.472312,clojure,claude-opus-4-8,beads,,2,0.8333333333333334,1.0,1.0,0.9528497280161806,0.82,0.005750658363999398,1.0,207.01963083306327,810342.0,0.88920875,26.0
experiment-6,rest-api-crud,completed,2026-05-31 01:24:02.584678,2026-05-31 01:24:02.584688,clojure,claude-opus-4-8,beads,,3,0.8333333333333334,1.0,1.0,0.9720988849286947,0.73,0.00441970707832426,1.0,295.2370484578423,1162973.0,1.22572525,34.0
experiment-7-bookshop,rest-api-crud,completed,2026-06-04 09:15:56.285131,2026-06-04 09:15:56.285143,go,claude-opus-4-8-fast,,,1,1.0,0.728,1.0,0.8940431604291076,0.72,0.019449956881772937,1.0,150.66436754073948,481235.0,1.3361390000000002,18.0
experiment-7-bookshop,rest-api-crud,completed,2026-06-04 09:18:11.872585,2026-06-04 09:18:11.872599,go,claude-opus-4-8-fast,,,2,1.0,0.669,1.0,0.8793367060021039,0.76,0.02875275223416656,1.0,120.51651804195717,308840.0,0.979388,13.0
experiment-7-bookshop,rest-api-crud,completed,2026-06-04 09:20:53.219675,2026-06-04 09:20:53.219690,go,claude-opus-4-8-fast,,,3,1.0,0.725,1.0,0.8987149206065205,0.88,0.02353678346422488,1.0,148.68333749985322,379831.0,1.1935954999999998,15.0
experiment-7-bookshop,rest-api-crud,completed,2026-06-04 09:22:51.825258,2026-06-04 09:22:51.825264,python,claude-opus-4-8-fast,,,1,1.0,0.98,1.0,0.2658667207526469,0.68,1.0,1.0,104.7021931251511,299001.0,0.8323599999999999,13.0
experiment-7-bookshop,rest-api-crud,completed,2026-06-04 09:24:12.009541,2026-06-04 09:24:12.009548,python,claude-opus-4-8-fast,,,2,0.6666666666666666,0.96,1.0,0.2738056272920861,0.75,1.0,1.0,67.2683947919868,125216.0,0.566702,9.0
experiment-7-bookshop,rest-api-crud,completed,2026-06-04 09:26:08.285336,2026-06-04 09:26:08.285342,python,claude-opus-4-8-fast,,,3,1.0,0.97,1.0,0.27382602213775353,0.68,1.0,1.0,98.85313104093075,302480.0,0.8244274999999998,12.0
experiment-7-bookshop,rest-api-crud,completed,2026-06-04 09:30:29.701990,2026-06-04 09:30:29.702000,clojure,claude-opus-4-8-fast,,,1,0.8333333333333334,1.0,1.0,0.9505212353817504,0.79,0.009574380972177604,1.0,241.28841395815834,476271.0,1.3024580000000003,18.0
experiment-7-bookshop,rest-api-crud,completed,2026-06-04 09:34:31.616814,2026-06-04 09:34:31.616827,clojure,claude-opus-4-8-fast,,,2,0.8333333333333334,1.0,1.0,0.9303227035596322,0.83,0.009170170141926018,1.0,220.22298508277163,567056.0,1.5749205000000002,20.0
experiment-7-bookshop,rest-api-crud,completed,2026-06-04 09:37:35.875837,2026-06-04 09:37:35.875848,clojure,claude-opus-4-8-fast,,,3,0.8333333333333334,1.0,1.0,0.9363609088399306,0.88,0.010921442067210553,1.0,163.69486258318648,457815.0,1.2197359999999997,17.0
experiment-7-bookshop,rest-api-crud,completed,2026-06-04 09:40:05.454795,2026-06-04 09:40:05.454802,rust,claude-opus-4-8-fast,,,1,0.8333333333333334,1.0,1.0,0.7381092013170192,0.8,0.26998764784514123,1.0,129.0748131251894,295495.0,0.9930905000000001,12.0
experiment-7-bookshop,rest-api-crud,completed,2026-06-04 09:42:18.968750,2026-06-04 09:42:18.968757,rust,claude-opus-4-8-fast,,,2,0.8333333333333334,1.0,1.0,0.7757409722823795,0.78,0.2758505216672422,1.0,115.63705937471241,286677.0,0.9021474999999999,12.0
experiment-7-bookshop,rest-api-crud,completed,2026-06-04 09:45:18.787665,2026-06-04 09:45:18.787676,rust,claude-opus-4-8-fast,,,3,0.8333333333333334,1.0,1.0,0.8529253661036632,0.62,0.172915264184489,1.0,160.01035037497059,463464.0,1.2879825,17.0
experiment-7-brazil,brazil-soccer-mcp,completed,2026-06-04 09:30:03.207900,2026-06-04 09:30:03.207928,go,claude-opus-4-8-fast,,BDD,1,1.0,0.64425,1.0,0.6524422715800066,0.77,0.007921083645186632,1.0,998.9354145410471,5080113.0,10.4334445,61.0
experiment-7-brazil,brazil-soccer-mcp,completed,2026-06-04 09:45:19.886243,2026-06-04 09:45:19.886254,go,claude-opus-4-8-fast,,BDD,2,1.0,0.703,1.0,0.5397693611394446,0.8,0.008361290455981102,1.0,902.9517852920108,4642824.0,9.730551499999999,64.0
experiment-7-brazil,brazil-soccer-mcp,completed,2026-06-04 10:01:49.833535,2026-06-04 10:01:49.833547,go,claude-opus-4-8-fast,,BDD,3,1.0,0.5156666666666666,1.0,0.5533051931883609,0.82,0.009985310418788244,1.0,974.5240371250547,4438520.0,9.533965499999999,55.0
experiment-7-brazil,brazil-soccer-mcp,completed,2026-06-04 10:18:14.840959,2026-06-04 10:18:14.840967,python,claude-opus-4-8-fast,,BDD,1,0.6666666666666666,0.94,0.9999833558445536,0.6025156885376571,0.78,1.0,1.0,957.6470676669851,5262857.0,10.438386000000003,74.0
experiment-7-brazil,brazil-soccer-mcp,completed,2026-06-04 10:37:17.654882,2026-06-04 10:37:17.654893,python,claude-opus-4-8-fast,,BDD,2,0.6666666666666666,0.89,1.0,0.28820783257773636,0.77,1.0,1.0,1108.2775567080826,5820853.0,11.293852499999998,72.0
experiment-7-brazil,brazil-soccer-mcp,completed,2026-06-04 10:51:30.528745,2026-06-04 10:51:30.528753,python,claude-opus-4-8-fast,,BDD,3,0.6666666666666666,0.94,0.9998266409517412,0.28825900428751744,0.7,1.0,1.0,835.8505105837248,3515118.0,8.0120855,51.0
experiment-7-brazil,brazil-soccer-mcp,completed,2026-06-04 11:04:45.811202,2026-06-04 11:04:45.811225,clojure,claude-opus-4-8-fast,,BDD,1,0.8333333333333334,1.0,1.0,0.7328248546427257,0.87,0.007778059526021108,1.0,782.4153958749957,3687295.0,7.660988,52.0
experiment-7-brazil,brazil-soccer-mcp,completed,2026-06-04 11:16:32.536637,2026-06-04 11:16:32.536647,clojure,claude-opus-4-8-fast,,BDD,2,0.8333333333333334,1.0,1.0,0.6880845845548608,0.82,0.011624338804160923,1.0,691.8109478340484,2030223.0,5.4980135,36.0
experiment-7-brazil,brazil-soccer-mcp,completed,2026-06-04 11:27:57.269466,2026-06-04 11:27:57.269487,clojure,claude-opus-4-8-fast,,BDD,3,0.8333333333333334,1.0,1.0,0.7636830066361057,0.78,0.012715747489375847,1.0,661.7748526250944,2106050.0,5.366350000000001,39.0
experiment-7-brazil,brazil-soccer-mcp,completed,2026-06-04 11:43:08.494827,2026-06-04 11:43:08.494835,rust,claude-opus-4-8-fast,,BDD,1,0.8333333333333334,1.0,1.0,0.4656868050527674,0.77,0.006649230113822851,1.0,897.4910535421222,4478714.0,8.801331000000001,59.0
experiment-7-brazil,brazil-soccer-mcp,completed,2026-06-04 12:01:25.019491,2026-06-04 12:01:25.019502,rust,claude-opus-4-8-fast,,BDD,2,0.8333333333333334,1.0,1.0,0.45393019761161285,0.68,0.005592405934808902,1.0,1076.6067450419068,5307197.0,10.637067499999997,62.0
experiment-7-brazil,brazil-soccer-mcp,completed,2026-06-04 12:14:13.119791,2026-06-04 12:14:13.119797,rust,claude-opus-4-8-fast,,BDD,3,0.8333333333333334,1.0,0.9271734182976786,0.40553886784786614,0.88,0.012457176341785402,1.0,752.4554976252839,2955726.0,7.2716780000000005,44.0
experiment-8,rest-api-crud,completed,2026-06-04 09:12:26.317437,2026-06-04 09:12:26.317444,erlang,claude-opus-4-7,,,1,1.0,1.0,0.0,0.0,0.93,0.0,1.0,357.895109874662,843202.0,1.423029,30.0
experiment-8,rest-api-crud,completed,2026-06-04 09:22:46.052371,2026-06-04 09:22:46.052381,erlang,claude-opus-4-7,,,3,1.0,1.0,0.0,0.0,0.58,0.0,1.0,290.5164092499763,1149300.0,1.3340257500000001,24.0
experiment-8,rest-api-crud,completed,2026-06-04 09:28:03.214116,2026-06-04 09:28:03.214127,erlang,claude-opus-4-8,,,1,1.0,1.0,0.0,0.0,0.92,0.0,1.0,301.67593504162505,1005655.0,1.2333912499999997,31.0
experiment-8,rest-api-crud,completed,2026-06-04 09:33:42.023067,2026-06-04 09:33:42.023080,erlang,claude-opus-4-8,,,2,1.0,1.0,0.0,0.0,0.75,0.0,1.0,325.8192177088931,677486.0,1.19310825,23.0
experiment-8,rest-api-crud,completed,2026-06-04 09:45:25.839582,2026-06-04 09:45:25.839592,elixir,claude-opus-4-7,,,1,1.0,1.0,0.0,0.0,0.88,0.0,1.0,497.6266444590874,2783691.0,2.4850405,53.0
experiment-8,rest-api-crud,completed,2026-06-04 09:49:38.544420,2026-06-04 09:49:38.544428,elixir,claude-opus-4-7,,,2,1.0,1.0,0.0,0.0,0.95,0.0,1.0,241.60397066688165,1068013.0,0.9426247500000001,27.0
experiment-8,rest-api-crud,completed,2026-06-04 09:54:15.423235,2026-06-04 09:54:15.423242,elixir,claude-opus-4-7,,,3,1.0,1.0,0.0,0.0,0.88,0.0,1.0,265.7026065001264,2602572.0,1.9094774999999995,58.0
experiment-8,rest-api-crud,completed,2026-06-04 09:58:53.863228,2026-06-04 09:58:53.863234,elixir,claude-opus-4-8,,,1,1.0,1.0,0.0,0.0,0.94,0.0,1.0,267.76754216710106,1239900.0,1.1874885000000004,41.0
experiment-8,rest-api-crud,completed,2026-06-04 10:01:42.646135,2026-06-04 10:01:42.646142,elixir,claude-opus-4-8,,,2,1.0,1.0,0.0,0.0,0.94,0.0,1.0,157.91874816734344,424433.0,0.58071725,28.0
experiment-8,rest-api-crud,completed,2026-06-04 10:05:10.724728,2026-06-04 10:05:10.724735,elixir,claude-opus-4-8,,,3,1.0,1.0,0.0,0.0,0.9,0.0,1.0,195.59687379188836,657907.0,0.7785277499999999,34.0
experiment-8,rest-api-crud,completed,2026-06-04 12:21:44.442345,2026-06-04 12:21:44.442358,erlang,claude-opus-4-7,,,2,1.0,1.0,0.0,0.0,0.94,0.0,1.0,409.7351502086967,2088804.0,2.115263,40.0
experiment-8,rest-api-crud,completed,2026-06-04 12:28:46.743927,2026-06-04 12:28:46.743934,erlang,claude-opus-4-8,,,3,1.0,1.0,0.0,0.0,0.7,0.0,1.0,407.45695649972185,1221578.0,1.6350777500000002,30.0
